gene,expression
LEP,123.76958461209571
INS,109.97674241246146
PPARG,104.22737177079311
ADIPOQ,106.95958424385188
IL6,93.42119190614056
TNF,117.49454120855185
FOXO1,108.52661509384231
IRS1,108.99391169922241
SIRT1,92.39315409915115
GLUT4,96.45467894366506
AKT1,82.18130787036903
GCG,94.70475914911657
IGF1,84.45136125465554
IL1B,119.69602773383073
JAK2,100.75803723391009
MAPK1,102.55745852560646
MTOR,96.62280208974968
NOS3,102.96368383077112
RETN,136.97316453786524
SOCS3,95.49789573411263
STAT3,90.24380447935009
TGFBR1,107.94539699358164
VEGFA,62.11422049596268
HIF1A,100.95935180366399
CPT1A,94.42430645060648
FABP4,85.11530100945859
HSD11B1,107.6163650546725
PDX1,100.80982627668689
PIK3CA,72.96386638758675
FTO,90.30205718211343
APOE,56.67593192210913
CD36,104.39903971200255
HNF4A,104.24949127660236
G6PC,88.1007715924949
SLC2A2,108.1016906752469
UCP1,80.76252068317717
UCP2,85.50224461097511
UCP3,106.25785696573847
SREBF1,89.66999867555586
NR3C1,99.06014565696333
POMC,91.54526458860485
LEPR,93.83603265551224
MC4R,94.4916367606751
NR0B2,89.39864864172733
ANGPTL4,104.53674571540186
APOA5,90.58107269869076
LPIN1,100.23530070693403
CIDEA,89.06902477938395
PLIN1,76.98552060423313
FASN,113.68652873888749
G6PD,107.49290477643113
IL10,134.33023103196507
GCK,84.34040740002612
PTEN,96.86559269001954
RAPTOR,98.07238778716291
CTNNB1,114.84054157423196
IGF2,92.39338158801087
MLXIPL,82.43437218736219
SLC27A1,118.11713962691503
HNF1A,95.25024956108157
KCNJ11,113.17965264589064
ABCA1,111.43297601188317
ABCG1,99.5516428914655
ANGPTL3,97.38529442447879
DGAT1,94.12652790505294
DGAT2,99.77210306845016
ACACA,112.94650339255946
PRKAA1,88.05339728410631
GYS1,101.6326844531368
PRKAB2,83.22052857701789
