gene,expression
LEP,83.48122142729332
INS,107.31509912384941
PPARG,111.21052047417703
ADIPOQ,95.63961537953435
IL6,130.82638912932208
TNF,95.20959988699512
FOXO1,93.29974793964
IRS1,92.86492978047096
SIRT1,87.76751390067267
GLUT4,91.61461760149214
AKT1,78.48866696151214
GCG,97.12700764130061
IGF1,100.86211004536445
IL1B,65.75796264938803
JAK2,98.47075731280215
MAPK1,100.63201122612894
MTOR,107.71883486035809
NOS3,118.06952608863737
RETN,112.77031396900765
SOCS3,90.69454416196672
STAT3,88.95381741613531
TGFBR1,108.6925660232478
VEGFA,91.79080245493718
HIF1A,81.57918971314564
CPT1A,135.61212615100894
FABP4,95.3391360307421
HSD11B1,90.60213725967185
PDX1,67.11804915637032
PIK3CA,112.77103138568243
FTO,85.18096231305188
APOE,100.42930839351739
CD36,114.52934734456632
HNF4A,85.41597178413893
G6PC,101.19223677726308
SLC2A2,122.85681115290713
UCP1,63.14879414704781
UCP2,87.84241229531172
UCP3,86.43187174319394
SREBF1,97.19642316159387
NR3C1,99.28313683939693
POMC,84.08106050580115
LEPR,90.18439980830476
MC4R,88.40162544320765
NR0B2,94.73816132240697
ANGPTL4,103.27334098796645
APOA5,113.65846183556621
LPIN1,115.82996494819622
CIDEA,109.80451392002986
PLIN1,86.89038820772355
FASN,99.95056119508969
G6PD,135.61494105238583
IL10,115.21799039030947
GCK,93.39243161689713
PTEN,123.73057274445671
RAPTOR,94.17896215303878
CTNNB1,89.97397047545098
IGF2,120.93597903892847
MLXIPL,80.35526064982153
SLC27A1,71.29333629597465
HNF1A,114.11926867090713
KCNJ11,100.41536397424319
ABCA1,101.91048217805734
ABCG1,94.57865740859535
ANGPTL3,96.42259948923913
DGAT1,93.12835145752935
DGAT2,90.610106046184
ACACA,94.27134666446858
PRKAA1,93.7982314177345
GYS1,87.57124343471897
PRKAB2,91.82246201002235
