gene,expression
LEP,73.55751274235956
INS,84.60038897896403
PPARG,113.70616066709455
ADIPOQ,101.30996586873114
IL6,110.53609853726599
TNF,101.45124842438675
FOXO1,98.35676062796195
IRS1,90.93981587612309
SIRT1,113.26910184794039
GLUT4,86.21229791918925
AKT1,83.34400724055969
GCG,108.50583276082155
IGF1,80.00264034019517
IL1B,136.22186497987946
JAK2,101.19990070838715
MAPK1,105.21859174487328
MTOR,87.87370263214919
NOS3,95.2710273363768
RETN,93.5986432467647
SOCS3,91.87247518497037
STAT3,109.4944262726474
TGFBR1,93.25635942662078
VEGFA,115.26251843626272
HIF1A,139.94773525179735
CPT1A,95.56688139780177
FABP4,102.28473270364937
HSD11B1,105.69223085748261
PDX1,127.17257218890275
PIK3CA,98.76028322442717
FTO,87.56474620512456
APOE,81.00489241561444
CD36,99.13024078851649
HNF4A,93.27429671419176
G6PC,130.15013933950002
SLC2A2,126.5479363101545
UCP1,84.48440758114603
UCP2,89.33859844676232
UCP3,101.10655161830329
SREBF1,120.95839633838145
NR3C1,100.85519704556577
POMC,90.2913904301793
LEPR,99.11677285145913
MC4R,90.5727270415593
NR0B2,109.03715814159223
ANGPTL4,89.36449432502943
APOA5,92.3434592135955
LPIN1,117.42900720184144
CIDEA,88.47452579028892
PLIN1,78.30807951159757
FASN,101.42490627034456
G6PD,94.59289893693106
IL10,107.6712325139493
GCK,104.76207902096635
PTEN,99.52122258034957
RAPTOR,99.08434861795007
CTNNB1,88.96212326015748
IGF2,101.25020606489865
MLXIPL,113.21927172149152
SLC27A1,85.39829887900785
HNF1A,99.91903935457698
KCNJ11,115.57583133601918
ABCA1,107.5813613982505
ABCG1,119.6420934452607
ANGPTL3,91.47786505248499
DGAT1,72.538473274077
DGAT2,103.0097770593353
ACACA,105.43856222539728
PRKAA1,120.52632931709013
GYS1,117.82218602060476
PRKAB2,108.05115434518692
