gene,expression
LEP,241.18855594966183
INS,176.05473105528765
PPARG,90.24122737664715
ADIPOQ,115.6531886392983
IL6,113.01647536256333
TNF,104.24548308092824
FOXO1,79.75804642861715
IRS1,108.78255191287869
SIRT1,110.70099385308168
GLUT4,100.70525819685618
AKT1,118.34756425887186
GCG,89.74852314804815
IGF1,92.35213633750038
IL1B,62.73082631371278
JAK2,113.79741265221494
MAPK1,104.70792945205201
MTOR,74.77269512300157
NOS3,73.6210150000878
RETN,86.91054058943485
SOCS3,111.9048691297053
STAT3,95.49459267867057
TGFBR1,87.92819625009513
VEGFA,84.90826160374756
HIF1A,84.23632063257719
CPT1A,70.99482548338659
FABP4,81.88906252530438
HSD11B1,83.9413288048425
PDX1,110.23934854685719
PIK3CA,97.51415420280077
FTO,87.61622735473809
APOE,134.6458413310928
CD36,90.04154629680002
HNF4A,117.50654371575453
G6PC,124.31662836681573
SLC2A2,76.45059493513986
UCP1,101.10944446110352
UCP2,92.23699523637664
UCP3,91.01613405160997
SREBF1,108.33065225210362
NR3C1,90.65694255365074
POMC,92.56046430510294
LEPR,97.47827656562059
MC4R,94.39901097435146
NR0B2,82.39644689481813
ANGPTL4,111.93859757271211
APOA5,115.727964077614
LPIN1,105.15427884302827
CIDEA,94.35171023466602
PLIN1,89.42183895505329
FASN,89.44569905610331
G6PD,135.36064547549063
IL10,114.06757452349966
GCK,87.39834882124993
PTEN,102.47046741155711
RAPTOR,94.56197462350957
CTNNB1,108.75700564234435
IGF2,108.15248654184013
MLXIPL,116.25414480858207
SLC27A1,87.24165312006707
HNF1A,101.57102947957196
KCNJ11,73.7717952256371
ABCA1,81.13989549356734
ABCG1,113.26151254838769
ANGPTL3,85.7397431289201
DGAT1,87.38636802928218
DGAT2,99.87582888174926
ACACA,110.42141546269809
PRKAA1,84.08759806248855
GYS1,47.78786756859874
PRKAB2,86.94665136784732
