gene,expression
LEP,235.01048676335762
INS,207.37383971430052
PPARG,194.8365068089944
ADIPOQ,102.23929845208717
IL6,88.2618444214828
TNF,110.11420703120163
FOXO1,98.27733970775465
IRS1,102.32554935393279
SIRT1,138.548902595355
GLUT4,83.39343318099968
AKT1,120.82873403560433
GCG,60.10972964425941
IGF1,68.82435017621586
IL1B,81.39039883468644
JAK2,82.33707452087596
MAPK1,103.05552697208275
MTOR,104.34763396252701
NOS3,96.17768097441453
RETN,97.75183049856308
SOCS3,107.91647141397492
STAT3,112.49835816431113
TGFBR1,80.10191475835362
VEGFA,94.57163543150494
HIF1A,98.95615265630485
CPT1A,107.2797399484068
FABP4,88.40999286589793
HSD11B1,98.66168236609495
PDX1,100.44975451790737
PIK3CA,89.43294844810706
FTO,89.0752727507817
APOE,101.48118666456001
CD36,98.04482281019187
HNF4A,107.50716279130948
G6PC,84.20111919032506
SLC2A2,94.73977708181819
UCP1,96.56175922669613
UCP2,112.20795862185408
UCP3,85.89379338148146
SREBF1,103.51978007732629
NR3C1,103.7913326130683
POMC,124.69595864019959
LEPR,84.89365953540609
MC4R,90.14150022823759
NR0B2,85.93966476665018
ANGPTL4,74.953312418974
APOA5,126.47030401394078
LPIN1,81.37748153576317
CIDEA,87.75541886417732
PLIN1,119.7364976242324
FASN,73.70339429592677
G6PD,111.34527353931072
IL10,78.80463481987334
GCK,118.7004210479438
PTEN,67.45183469438712
RAPTOR,73.69795875624006
CTNNB1,91.82616647561638
IGF2,114.57734035259104
MLXIPL,99.53562624045139
SLC27A1,94.96427390670144
HNF1A,120.19066311197076
KCNJ11,132.3285930764961
ABCA1,110.08385926620659
ABCG1,90.65718245348074
ANGPTL3,93.72785448986092
DGAT1,80.67328930364013
DGAT2,101.51226133381078
ACACA,75.5561052103551
PRKAA1,108.27795482964251
GYS1,130.0836106845993
PRKAB2,110.76387369689574
