gene,expression
LEP,105.43983433376754
INS,119.48107755915694
PPARG,95.45037307096078
ADIPOQ,105.69589280410186
IL6,95.09678830480523
TNF,91.73577828301859
FOXO1,100.72577677428706
IRS1,89.68684822990613
SIRT1,98.03626040845376
GLUT4,84.47567703201801
AKT1,97.1500841922643
GCG,106.72585440423792
IGF1,91.16854695689807
IL1B,100.13937628796369
JAK2,102.09013890431896
MAPK1,106.78802337732002
MTOR,97.99630238042177
NOS3,116.28799512801709
RETN,68.48621707822123
SOCS3,144.0662927075166
STAT3,86.93299353943725
TGFBR1,106.05085035031117
VEGFA,85.92298134691227
HIF1A,109.66402239263952
CPT1A,104.14853728892392
FABP4,90.23929693982366
HSD11B1,116.09631018115469
PDX1,97.54058680597119
PIK3CA,108.20823907085506
FTO,86.24260292205946
APOE,99.5366854664263
CD36,130.05110900773155
HNF4A,114.44448293671195
G6PC,104.61431133176578
SLC2A2,93.26618758585306
UCP1,101.01247803812514
UCP2,102.96348985258572
UCP3,106.73842652379618
SREBF1,83.85009237733502
NR3C1,110.02611941413548
POMC,83.6561035255802
LEPR,124.46688778422808
MC4R,88.42557516374683
NR0B2,104.44942479514263
ANGPTL4,115.07713859917027
APOA5,96.21429934803325
LPIN1,105.10900028649787
CIDEA,121.52772323785078
PLIN1,108.46604481839898
FASN,105.33325944511529
G6PD,74.72821907769307
IL10,85.99416620889666
GCK,115.70380191475019
PTEN,108.54925458012073
RAPTOR,110.82199410677612
CTNNB1,109.53095398322345
IGF2,119.34634792563061
MLXIPL,96.07900112567316
SLC27A1,101.80749938183952
HNF1A,84.56988500306375
KCNJ11,80.82966124845436
ABCA1,75.34388926617913
ABCG1,86.72254751500229
ANGPTL3,123.28842723234463
DGAT1,76.70909398275944
DGAT2,95.44696021634203
ACACA,80.60282014530763
PRKAA1,90.98539055494959
GYS1,102.54540688528029
PRKAB2,89.49826190192488
