gene,expression
LEP,160.36067180333134
INS,155.09688254160963
PPARG,141.1505472596117
ADIPOQ,94.48261413800859
IL6,119.10600430209334
TNF,95.6207099376157
FOXO1,60.17235928654795
IRS1,105.1827691583315
SIRT1,94.0672532262956
GLUT4,95.66294715295086
AKT1,106.79404489800264
GCG,97.50908637473403
IGF1,103.22408245142132
IL1B,69.66527600206398
JAK2,85.85414787299106
MAPK1,121.0593810798894
MTOR,99.7217379323254
NOS3,74.89743067014665
RETN,83.91202248346514
SOCS3,85.11120730895215
STAT3,101.535215238245
TGFBR1,93.5108607917798
VEGFA,90.11226546345283
HIF1A,100.05905956647103
CPT1A,107.16631149150291
FABP4,96.11457032891664
HSD11B1,91.379361885799
PDX1,93.67752669490174
PIK3CA,105.09731446279966
FTO,99.8892977508314
APOE,111.50945258059606
CD36,82.75311133758463
HNF4A,88.36995841064584
G6PC,111.59711283833873
SLC2A2,87.97258234975459
UCP1,120.76023578399017
UCP2,121.07807958817281
UCP3,120.88488630237855
SREBF1,86.79038772205347
NR3C1,101.15342422876857
POMC,92.5985127669501
LEPR,113.8474391251293
MC4R,125.59907430517693
NR0B2,113.10384123453069
ANGPTL4,100.13716518610207
APOA5,94.51691054751186
LPIN1,109.73630098943659
CIDEA,81.6568969498704
PLIN1,108.04504048573098
FASN,86.27963603108084
G6PD,109.30822323942603
IL10,97.58593934705405
GCK,94.1760340153508
PTEN,86.71731439256727
RAPTOR,94.64882461347709
CTNNB1,108.34182697800948
IGF2,115.65790916377986
MLXIPL,107.89672242002044
SLC27A1,120.45829786625657
HNF1A,138.08744074403998
KCNJ11,95.1326356325666
ABCA1,96.91199924356742
ABCG1,78.39937828474302
ANGPTL3,117.8609088417046
DGAT1,119.49095221396732
DGAT2,86.9928076592567
ACACA,109.26461268266718
PRKAA1,118.25606195470165
GYS1,103.39432404248312
PRKAB2,112.71102148864958
