gene,expression
LEP,113.46832808140513
INS,96.90149247353007
PPARG,89.33692104383138
ADIPOQ,89.96318378331036
IL6,101.11309320700234
TNF,96.55896095904471
FOXO1,114.25754132923937
IRS1,94.85536257546056
SIRT1,107.58252715917237
GLUT4,99.56612673737695
AKT1,104.04504036095607
GCG,96.54915346605426
IGF1,110.61573311874432
IL1B,110.83810120435116
JAK2,106.89893538733216
MAPK1,109.11271490724256
MTOR,85.83446833685421
NOS3,104.84868644363469
RETN,118.738026512313
SOCS3,107.37106850529246
STAT3,84.53923745797715
TGFBR1,99.25350235526373
VEGFA,105.62466907509564
HIF1A,88.63900724652537
CPT1A,79.62593204914971
FABP4,95.2585319734521
HSD11B1,88.88751388048446
PDX1,99.78566452915047
PIK3CA,76.12893028755568
FTO,108.47051593804234
APOE,90.48092447059965
CD36,114.93628355022034
HNF4A,95.84651740305432
G6PC,99.6191643042327
SLC2A2,97.40447681954623
UCP1,89.67760464849592
UCP2,137.08419193408992
UCP3,92.56200732989073
SREBF1,115.3528228369849
NR3C1,83.59556580904908
POMC,105.58197086639741
LEPR,107.18308245897754
MC4R,99.63734534352805
NR0B2,91.4349292054064
ANGPTL4,96.05017146079054
APOA5,93.9506574704032
LPIN1,136.03039422753184
CIDEA,99.66095365832771
PLIN1,107.87333167995925
FASN,126.7243763563805
G6PD,86.85521998038728
IL10,100.56490349751907
GCK,95.96220802477916
PTEN,98.70792331774955
RAPTOR,97.31482049323772
CTNNB1,89.02184371554674
IGF2,102.93115427494949
MLXIPL,84.06050833875848
SLC27A1,114.83324105963527
HNF1A,109.34964709981905
KCNJ11,92.59805775453977
ABCA1,93.3252501793921
ABCG1,104.1326584352238
ANGPTL3,88.02182026590727
DGAT1,127.17970186202308
DGAT2,105.36888593037654
ACACA,105.89894727075516
PRKAA1,110.22167620535929
GYS1,91.30805088894894
PRKAB2,116.3351497267716
