gene,expression
LEP,262.9197339585459
INS,233.29921969134116
PPARG,124.46393771894411
ADIPOQ,114.34660522521433
IL6,90.62815679598921
TNF,112.41775143943627
FOXO1,99.89435801612896
IRS1,119.68612932613948
SIRT1,116.73853080048042
GLUT4,90.26101632886113
AKT1,114.21738704255824
GCG,110.2305167506589
IGF1,58.39655705629828
IL1B,112.01404959444193
JAK2,93.52306317039691
MAPK1,86.7093631850249
MTOR,87.35109093559386
NOS3,97.97135656551953
RETN,107.20089370130025
SOCS3,79.51806966711729
STAT3,102.84771754318696
TGFBR1,108.65137099289608
VEGFA,127.92708675504447
HIF1A,83.84964746162305
CPT1A,94.75581719833295
FABP4,103.92494459044718
HSD11B1,117.21113995287409
PDX1,95.4366417824228
PIK3CA,117.97962057986577
FTO,70.9395652528531
APOE,81.19977710317171
CD36,105.22966516501332
HNF4A,78.83763252868187
G6PC,82.38294209849926
SLC2A2,92.08334703631091
UCP1,111.57158487873735
UCP2,71.56052738039067
UCP3,102.55447543243591
SREBF1,115.49445920729208
NR3C1,97.07582187356563
POMC,94.4675465561119
LEPR,106.0265692383786
MC4R,97.1183342091784
NR0B2,120.8574967186112
ANGPTL4,83.32880481798347
APOA5,99.22533767252372
LPIN1,103.08529562441026
CIDEA,94.3231892223031
PLIN1,56.93076005563808
FASN,97.58642637926211
G6PD,113.502654803687
IL10,111.67163779189026
GCK,105.321677232553
PTEN,83.53206462476165
RAPTOR,105.92964193687726
CTNNB1,91.39843267686643
IGF2,105.30224358923
MLXIPL,101.82257517102573
SLC27A1,85.35437093074943
HNF1A,86.61316240964645
KCNJ11,105.32533681632275
ABCA1,96.68330357067248
ABCG1,87.39577854014307
ANGPTL3,86.1575471540975
DGAT1,95.44253728020676
DGAT2,123.52157192077314
ACACA,92.10882951682062
PRKAA1,99.78970692613618
GYS1,101.52466431534265
PRKAB2,83.03460412762085
