gene,expression
LEP,110.55787558613623
INS,118.96580700368912
PPARG,138.39232046556688
ADIPOQ,105.91349532819402
IL6,101.8332874783402
TNF,92.2684650686132
FOXO1,90.99619224841132
IRS1,114.21159731569958
SIRT1,104.36551001893274
GLUT4,90.46660389588041
AKT1,84.67671707986604
GCG,97.57366920403719
IGF1,91.9952679423627
IL1B,99.9170820651981
JAK2,96.55824319252065
MAPK1,105.84023369884184
MTOR,81.02321329116037
NOS3,116.37988396536507
RETN,141.6746956232866
SOCS3,117.90459586423476
STAT3,103.27957474080793
TGFBR1,113.22641558422916
VEGFA,84.86371985702338
HIF1A,76.25058679694669
CPT1A,111.60550625250522
FABP4,91.92787507505561
HSD11B1,79.7998285395798
PDX1,86.7911310092934
PIK3CA,83.0417154297765
FTO,102.01643323942032
APOE,108.73184192069559
CD36,113.31622689390036
HNF4A,113.41498495163142
G6PC,111.32496695867104
SLC2A2,96.89251164843138
UCP1,90.6478390752256
UCP2,77.37770065678777
UCP3,116.4947046367723
SREBF1,97.33401818094018
NR3C1,93.84425036970549
POMC,117.69574517051052
LEPR,86.52688090816483
MC4R,112.52193128845643
NR0B2,104.44842076493455
ANGPTL4,84.43255185226776
APOA5,98.86294382457721
LPIN1,114.5944530063368
CIDEA,111.93393195843913
PLIN1,122.43151379325211
FASN,105.0727187798998
G6PD,150.5844438044001
IL10,86.19413792398936
GCK,94.02042414977198
PTEN,99.0870386878788
RAPTOR,78.71874312112897
CTNNB1,115.63737426009132
IGF2,113.55298735938763
MLXIPL,100.28500496593225
SLC27A1,91.98375319489742
HNF1A,77.57419193778496
KCNJ11,88.1611250695312
ABCA1,111.1556692565684
ABCG1,96.8175786743256
ANGPTL3,93.59696808940416
DGAT1,107.52172497287208
DGAT2,117.37279979398042
ACACA,103.85675305084419
PRKAA1,104.71769343794757
GYS1,120.57793200324664
PRKAB2,102.63329940932249
