gene,expression
LEP,101.71800049323195
INS,114.25218206498248
PPARG,202.03070310147504
ADIPOQ,119.75917340096778
IL6,106.02015440537184
TNF,132.73760536265632
FOXO1,94.45717574766655
IRS1,103.06824094136118
SIRT1,84.52635629694763
GLUT4,92.0605264368067
AKT1,109.28029821771858
GCG,116.93986656309251
IGF1,144.47515527581083
IL1B,98.55056640065169
JAK2,86.00179888531603
MAPK1,111.29988640565863
MTOR,83.0825916924804
NOS3,108.46416082040105
RETN,92.46616425708814
SOCS3,103.1739245557059
STAT3,116.36569153247001
TGFBR1,98.33899856378956
VEGFA,113.99318626492932
HIF1A,113.09737822928723
CPT1A,72.03502707536359
FABP4,86.47598880946641
HSD11B1,76.57289707906793
PDX1,130.02605653795203
PIK3CA,98.4191211184401
FTO,126.71243819449964
APOE,75.50571579187024
CD36,91.40847363177211
HNF4A,112.00747362648958
G6PC,102.68911906640027
SLC2A2,107.99289839220188
UCP1,81.19287649310115
UCP2,120.65205239318394
UCP3,111.65524143635933
SREBF1,106.0243825823721
NR3C1,89.71584578377288
POMC,104.85700191408918
LEPR,95.62765031509764
MC4R,75.24263184943356
NR0B2,99.24365722417768
ANGPTL4,97.64904402666211
APOA5,115.9360226481268
LPIN1,66.48360336528697
CIDEA,103.52799743282051
PLIN1,82.66647927841424
FASN,104.7883501329332
G6PD,105.6142008336596
IL10,98.69732834304712
GCK,112.10939687216626
PTEN,81.31350911350452
RAPTOR,116.6158067542255
CTNNB1,89.37881700708787
IGF2,76.66152024265156
MLXIPL,95.91406044250286
SLC27A1,68.57263715980022
HNF1A,103.81260838369303
KCNJ11,96.11124336129662
ABCA1,118.50530382064053
ABCG1,109.73386315760493
ANGPTL3,79.12005494217985
DGAT1,87.42418763323172
DGAT2,107.80996630801313
ACACA,112.70618514977552
PRKAA1,118.3375137233032
GYS1,118.21763927958023
PRKAB2,98.65716084628141
