gene,expression
LEP,118.08442116929255
INS,105.1470257652531
PPARG,119.8581220568082
ADIPOQ,83.02275786800956
IL6,75.40905598503916
TNF,106.93822828971311
FOXO1,103.6003410652757
IRS1,104.58331480565887
SIRT1,113.99494963975852
GLUT4,106.3252738586839
AKT1,106.08426389710569
GCG,110.72510520701711
IGF1,107.53624948280542
IL1B,112.86168897576108
JAK2,115.12781237167873
MAPK1,122.97533201861373
MTOR,90.26213012644482
NOS3,107.20843161116122
RETN,94.44514947104055
SOCS3,87.496615190811
STAT3,89.6568951837945
TGFBR1,107.42433276342288
VEGFA,106.27378832179001
HIF1A,106.00618043857655
CPT1A,96.61429528646
FABP4,100.05122126767615
HSD11B1,112.26629043814074
PDX1,77.65910410526041
PIK3CA,100.36963147642876
FTO,101.34934222190185
APOE,111.29956403616474
CD36,79.74627382085762
HNF4A,122.42700618276118
G6PC,103.20445636642765
SLC2A2,103.99870820042405
UCP1,93.97930364001661
UCP2,108.07033532195265
UCP3,100.71931075424658
SREBF1,118.134729161597
NR3C1,78.37758627904577
POMC,102.63318744835762
LEPR,106.1276852256614
MC4R,97.20441408455362
NR0B2,93.9300126503943
ANGPTL4,94.55564081546939
APOA5,102.61958904051743
LPIN1,72.85061648528941
CIDEA,114.47522441594845
PLIN1,92.79802198456224
FASN,101.91704046050174
G6PD,105.50653400182101
IL10,92.11291919030565
GCK,98.03442389501507
PTEN,69.47139639061744
RAPTOR,110.98185410999608
CTNNB1,116.20103500483248
IGF2,74.4850967209187
MLXIPL,93.90260684955607
SLC27A1,81.55195932638779
HNF1A,97.33389517768892
KCNJ11,109.72954502081441
ABCA1,114.80963348884937
ABCG1,116.82779784140273
ANGPTL3,119.6581573703832
DGAT1,96.66380832316652
DGAT2,82.79562056899842
ACACA,98.28114549538047
PRKAA1,109.49901253455364
GYS1,81.59110328618713
PRKAB2,124.90205430172364
