gene,expression
LEP,116.34497297524692
INS,123.0096718127435
PPARG,171.26356407916091
ADIPOQ,89.75511504473316
IL6,100.88713183408633
TNF,116.89175539023071
FOXO1,93.18633587270106
IRS1,99.70096907131284
SIRT1,82.64883662422076
GLUT4,77.00806221606481
AKT1,121.680770343744
GCG,72.63895189160596
IGF1,134.9292851263235
IL1B,110.87727099072612
JAK2,110.19959613275134
MAPK1,108.63203001241645
MTOR,96.20971467998554
NOS3,105.88126794551304
RETN,97.16654968323287
SOCS3,108.29609914660719
STAT3,99.49470209636927
TGFBR1,85.74477725347398
VEGFA,86.94141075607365
HIF1A,85.23591437061245
CPT1A,114.56351097901464
FABP4,90.73830081311353
HSD11B1,71.3184525837271
PDX1,105.95257998773208
PIK3CA,122.71776343884372
FTO,111.5962478376629
APOE,90.95014652167431
CD36,76.19782426607367
HNF4A,97.98597844963734
G6PC,97.61164182854935
SLC2A2,85.4620058452935
UCP1,108.26555953363805
UCP2,127.6993975124571
UCP3,103.33424076187426
SREBF1,102.40714310498268
NR3C1,85.94157926749266
POMC,120.96122054590558
LEPR,98.87283749784974
MC4R,91.31555117208744
NR0B2,100.95532590477424
ANGPTL4,107.07941999869914
APOA5,102.08823112967355
LPIN1,118.09230093505887
CIDEA,105.75957328820293
PLIN1,95.74087283676198
FASN,106.01788324490335
G6PD,107.49455651688936
IL10,80.55436121104236
GCK,117.24129592395572
PTEN,95.48643970957961
RAPTOR,95.87015164741855
CTNNB1,111.27063980613919
IGF2,111.20747836389373
MLXIPL,89.48752481700872
SLC27A1,112.0435242721853
HNF1A,91.59327772765714
KCNJ11,127.29359570047984
ABCA1,87.57709028101354
ABCG1,103.59216192558844
ANGPTL3,88.2697354463859
DGAT1,133.34043443702612
DGAT2,81.43268583869326
ACACA,107.86544120879365
PRKAA1,88.97634378283301
GYS1,94.6883853782802
PRKAB2,106.80306750617764
