gene,expression
LEP,92.96278419707598
INS,107.90406118947686
PPARG,124.30800167748816
ADIPOQ,123.55741952891708
IL6,84.94363162654943
TNF,107.65444584373485
FOXO1,97.62847764894703
IRS1,112.0988987187053
SIRT1,105.75420930725156
GLUT4,64.4541788577333
AKT1,94.77980370554742
GCG,102.97837544344438
IGF1,78.48452549261731
IL1B,108.71533014798979
JAK2,77.13977137409455
MAPK1,88.02341428874419
MTOR,120.11967879550201
NOS3,86.74333316703597
RETN,108.60950438802513
SOCS3,73.6963942313697
STAT3,131.21971985147712
TGFBR1,95.43169542269113
VEGFA,101.42981210421578
HIF1A,102.68555194823448
CPT1A,109.11350296497038
FABP4,77.21230025520734
HSD11B1,99.91995293745005
PDX1,90.11846761327965
PIK3CA,74.65664160882595
FTO,114.80683300193066
APOE,94.71740524600614
CD36,103.6378063841878
HNF4A,102.69768128092089
G6PC,94.9772159143583
SLC2A2,129.62541030446172
UCP1,99.29103021056486
UCP2,76.63071523484999
UCP3,93.99427959725023
SREBF1,107.49606430168166
NR3C1,107.98892664055826
POMC,83.68328597107357
LEPR,113.94223761017155
MC4R,73.5569960669344
NR0B2,117.16202803924628
ANGPTL4,80.20978166293892
APOA5,96.60632171486986
LPIN1,115.9685301704005
CIDEA,101.79408503330605
PLIN1,112.25047776570355
FASN,109.27992939564898
G6PD,119.29402920106901
IL10,115.93314776370568
GCK,93.19383537195337
PTEN,109.49412450690198
RAPTOR,77.1017220745338
CTNNB1,99.13142638993322
IGF2,112.2772710195781
MLXIPL,102.00771481369
SLC27A1,106.69959597275628
HNF1A,96.80091436051313
KCNJ11,116.93604156302715
ABCA1,98.79376339436512
ABCG1,93.0182472639392
ANGPTL3,113.29776118853582
DGAT1,78.9226011645331
DGAT2,107.51550015276017
ACACA,84.36272688659292
PRKAA1,119.16890243857247
GYS1,96.08459120129807
PRKAB2,102.02477081229533
